Unnamed: 0,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
690,25,1,2,0,0,0,975,15,1,0
460,37,1,2,0,0,0,3620,36,1,0
553,27,1,2,0,1,1,1995,12,0,0
888,34,1,3,0,0,0,6614,36,0,0
206,43,1,2,0,0,0,1935,12,1,0
392,39,1,3,2,0,0,3249,36,0,0
794,32,1,2,1,2,0,3062,24,1,0
397,46,1,2,0,0,0,2348,36,1,0
766,31,1,1,0,0,0,3108,30,1,1
848,59,1,2,0,0,0,1364,9,2,0
217,23,1,2,0,0,3,3913,36,2,0
4,53,1,2,2,0,0,4870,24,0,1
768,28,1,2,1,0,1,3617,12,1,0
642,40,1,3,0,1,0,4623,15,5,1
929,43,1,1,0,0,0,1344,12,0,0
612,29,0,2,0,3,0,3357,21,2,0
738,45,1,3,0,0,0,6761,6,0,0
546,37,0,2,0,0,0,2022,24,0,0
725,41,0,1,0,3,0,250,6,0,0
683,47,1,2,2,0,0,5103,24,2,0
98,36,1,2,0,0,1,2337,36,2,0
804,24,0,0,1,0,1,7472,12,0,0
727,25,0,2,1,0,0,1882,18,2,1
573,22,0,1,0,0,0,806,15,6,0
406,43,1,2,0,0,0,2197,24,0,0
502,49,1,2,0,1,3,1126,9,2,0
47,23,0,0,1,2,0,1352,6,0,0
32,30,1,2,0,1,1,5866,18,0,0
779,67,0,2,0,0,1,3872,18,4,0
839,46,1,2,0,0,0,2611,24,2,0
200,52,1,2,0,2,0,936,9,5,0
134,21,0,2,0,1,0,10144,60,2,0
27,42,0,2,1,3,3,409,12,2,0
880,38,1,3,0,0,0,7814,24,0,0
230,26,1,2,0,0,3,4210,36,2,1
489,26,1,2,1,0,0,3518,6,0,0
772,36,1,3,0,0,0,3275,21,0,0
378,57,1,3,2,0,1,14318,36,0,1
288,49,0,2,0,0,1,1092,12,2,0
418,31,0,3,0,2,0,2782,21,0,0
674,41,1,1,0,2,0,2580,21,6,1
391,19,0,1,1,3,1,983,12,1,0
592,36,0,1,0,3,0,1572,21,6,0
498,32,1,1,0,0,1,1301,18,2,0
138,35,1,2,0,0,1,2728,15,2,0
62,61,1,3,2,0,1,1953,36,6,1
471,23,0,2,0,0,0,448,6,5,1
647,26,0,2,0,2,0,1386,12,0,1
128,34,1,3,0,0,1,1860,12,0,0
976,64,0,2,0,0,1,753,6,2,0
520,44,1,2,2,0,0,5507,24,4,0
838,63,1,2,0,0,0,2957,24,0,0
962,29,1,2,0,0,0,3556,15,0,0
64,26,0,2,0,0,0,3181,24,2,0
812,24,1,2,0,0,0,9629,36,0,1
14,28,0,2,1,0,0,1403,15,0,0
156,48,1,2,0,1,0,1288,9,4,0
40,30,1,3,0,2,0,2333,30,2,0
492,27,0,2,0,1,0,1237,6,2,0
379,52,0,1,0,1,0,362,6,0,0
187,68,1,0,2,0,1,1175,16,0,0
763,30,1,3,2,0,0,12680,21,0,1
216,31,1,2,0,0,0,3104,18,6,0
791,41,1,3,0,0,0,6313,24,0,0
52,25,1,2,0,0,0,1262,12,2,0
878,27,1,3,2,0,0,1422,9,0,1
337,24,0,2,1,0,0,1275,15,3,1
748,26,1,2,0,0,0,5248,21,0,0
719,31,1,2,0,1,1,6148,20,0,0
724,21,0,2,1,0,0,2570,27,0,1
295,26,0,2,0,0,1,9960,48,1,1
701,46,1,2,2,0,0,6331,48,0,1
251,46,0,1,0,0,3,2251,12,1,0
726,47,1,1,0,2,0,1316,15,2,0
461,36,1,2,0,0,0,1721,15,0,0
455,29,0,3,0,0,0,2679,24,0,0
996,40,1,3,0,0,0,3857,30,0,0
815,54,0,2,1,0,1,7432,36,0,0
862,35,0,2,0,0,0,2439,24,2,1
269,25,1,2,0,0,0,999,24,2,0
201,27,1,1,0,0,0,1168,12,0,0
161,30,0,2,0,0,0,1055,18,0,0
555,22,1,2,0,0,1,1331,12,2,1
729,36,1,2,0,3,3,1275,24,6,0
401,28,1,2,0,0,1,1887,18,6,0
702,47,0,2,2,1,3,1377,24,2,0
476,24,1,2,0,2,0,2569,39,0,0
821,24,1,2,0,0,3,3016,12,2,0
771,25,0,3,0,0,0,8065,36,5,1
105,39,1,3,0,0,1,11938,24,7,1
565,23,0,2,1,1,1,1553,24,2,0
389,27,0,2,0,0,0,1449,9,6,0
1,22,0,2,0,0,1,5951,48,2,1
937,30,1,3,1,0,1,2063,6,2,0
982,28,0,3,0,1,3,2923,21,0,0
561,24,1,1,1,0,0,1546,24,2,1
80,44,0,2,0,0,0,5943,24,2,1
205,38,1,3,2,0,0,10623,30,0,0
34,33,0,3,0,0,3,1474,12,1,0
775,25,0,2,1,0,0,1371,24,0,1
508,28,1,2,0,0,0,1413,24,2,0
427,46,1,2,0,3,0,1149,18,2,0
454,31,1,2,0,0,0,4817,24,0,1
366,27,1,2,0,0,0,3850,18,0,0
91,54,1,2,0,0,0,1409,12,0,0
339,31,1,1,0,0,1,1521,10,1,0
897,35,0,2,0,3,0,1592,12,1,0
564,37,1,3,0,0,1,4712,24,6,0
345,43,0,1,0,0,0,1459,15,2,0
776,37,1,2,0,0,0,3535,36,0,0
241,51,1,2,0,0,0,1595,6,2,0
13,60,1,1,0,0,0,1199,24,0,1
315,31,1,2,0,0,0,2746,36,1,1
600,45,0,2,0,0,1,2329,7,2,0
387,40,1,3,0,0,1,7374,18,1,0
273,28,1,2,0,0,1,3060,48,2,1
166,33,0,2,0,0,0,1131,18,1,1
840,29,1,2,0,0,0,5179,36,1,1
992,23,1,1,1,0,0,1936,18,2,0
646,32,1,2,0,0,0,4583,30,1,0
818,43,1,3,0,0,0,15857,36,7,0
484,44,1,2,0,2,0,1163,12,0,0
980,49,1,2,0,0,1,8386,30,1,1
504,24,0,2,1,0,0,1207,24,0,1
831,23,0,2,1,0,0,1216,18,0,1
243,27,0,2,0,0,0,1185,12,6,0
566,36,1,2,0,0,0,1372,12,0,1
875,40,0,2,0,3,1,1322,11,0,0
562,29,0,2,0,0,3,683,6,2,0
686,27,1,2,0,0,3,1347,10,2,0
189,33,0,2,0,0,1,3244,18,1,0
782,31,1,1,0,0,1,1410,12,5,0
699,40,1,3,1,0,3,1905,15,5,0
475,26,0,2,1,0,0,3114,18,1,1
681,37,1,2,2,0,0,2279,12,2,0
510,26,1,2,0,0,0,759,12,0,1
58,23,0,3,0,0,3,1961,18,0,0
474,33,1,2,0,0,1,1245,18,2,1
560,49,1,2,2,0,0,2964,24,0,0
856,40,0,2,0,0,0,894,10,5,0
747,37,0,1,0,0,0,1274,12,0,1
252,24,0,2,0,0,1,2150,30,0,1
21,44,1,2,1,2,0,2647,6,2,0
313,25,1,1,0,0,1,685,12,0,1
459,32,1,2,0,0,0,4594,18,2,0
160,36,1,2,0,1,0,2872,24,2,0
276,26,0,2,0,0,0,2404,18,2,0
955,57,0,3,1,3,0,1231,24,2,0
191,34,1,1,2,1,1,3844,48,6,1
385,25,0,2,0,0,0,2238,18,2,0
805,24,1,2,0,0,0,9271,36,0,1
413,40,1,1,1,2,0,1597,10,0,0
491,42,0,3,2,0,1,8318,27,6,1
343,33,1,3,0,0,1,4439,18,6,0
769,63,1,1,0,0,0,1655,12,2,0
308,24,0,2,0,0,1,1237,8,1,1
661,23,1,2,0,0,0,900,12,0,1
130,24,0,2,0,0,1,8487,48,0,0
663,35,1,3,0,0,1,1050,6,1,0
871,46,1,2,0,0,3,1343,6,0,0
99,36,1,3,1,0,1,7057,20,0,0
372,23,0,2,1,0,0,2146,10,1,0
87,47,1,2,2,1,1,12612,36,5,1
458,27,0,2,0,0,0,343,6,3,0
330,75,1,3,2,0,0,6615,24,0,0
214,51,1,2,0,0,0,3342,36,2,0
466,29,0,1,1,0,0,1659,24,2,1
121,41,0,3,1,0,0,3868,24,0,0
614,22,0,2,0,0,0,1808,18,1,1
20,48,1,2,0,0,0,2134,9,0,0
700,29,0,1,1,2,0,1123,12,1,1
71,46,1,1,1,0,0,730,7,2,0
106,39,1,3,0,0,0,6458,18,0,1
270,32,1,2,0,0,0,2662,18,0,0
860,27,1,2,0,3,0,5804,24,0,0
435,25,1,2,0,0,1,1484,12,2,1
102,24,0,2,0,0,0,932,6,2,0
